R,241,AverageCycTim
R,242,Reset
R,243,Total
R,244,Count
R,245,4 Count
R,246,Index
R,247,CycleTime 1
R,248,CycleTime 2
R,249,CycleTime 3
R,250,CycleTime 4
F,1,MovetoStation
F,2,EnablePLCCmdLog
F,3,RunoffEnable
F,4,Loading
F,5,Unloading
F,6,ToRFID
F,7,Grip 1 Closed
F,8,Grip 2 Closed
F,10,PerchOnly
F,11,IntrZn 1 Used
F,12,IntrZn 2 Used
F,13,IntrZn 3 Used
F,14,IntrZn 4 Used
F,15,IntrZn 5 Used
F,16,IntrZn 6 Used
F,21,IntfZn 1 Locked
F,22,IntfZn 2 Locked
F,23,IntfZn 3 Locked
F,24,IntfZn 4 Locked
F,25,IntfZn 5 Locked
F,26,IntfZn 6 Locked
